id,Name,Status,Species,Type,Gender,Origin,Location,Image,No_of_episode
757,President's General,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/757.jpeg,2
758,Giant Assassin Hidden in the Statue of Liberty,Alive,Robot,,Female,France,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/758.jpeg,1
759,Turkey Morty,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/759.jpeg,1
760,Turkey Rick,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/760.jpeg,1
761,Turkey President Curtis,Alive,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/761.jpeg,1
762,Martínez,Dead,Animal,Turkey,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/762.jpeg,1
763,Marvin,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/763.jpeg,1
764,Jackey,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/764.jpeg,1
765,Native Alien,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/765.jpeg,1
766,Pilgrim Alien,Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/766.jpeg,1
767,President Turkey,Dead,Humanoid,Turkey Human Mix,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/767.jpeg,1
768,Mary-Lou,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/768.jpeg,1
769,Big Fat rick,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/769.jpeg,1
770,Hothead Rick,Dead,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/770.jpeg,1
771,Ricardo Montoya,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/771.jpeg,1
772,Wrap-it-up Little Rick,Dead,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/772.jpeg,1
773,Yo-yo Rick,unknown,Human,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/773.jpeg,1
774,Voiceoverian,Dead,Alien,Parasite,unknown,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/774.jpeg,1
775,Voiceoverian,Dead,Alien,Parasite,unknown,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/775.jpeg,1
776,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/776.jpeg,1
777,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/777.jpeg,1
778,Gotron Pilot,Dead,Human,Anime,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/778.jpeg,1
779,Young Memory Rick,Alive,Human,Memory,Male,Birdperson's Consciousness,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/779.jpeg,1
780,Memory Tammy,Dead,Human,Memory,Female,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/780.jpeg,1
781,Rick's Garage,Alive,Robot,Artificial Intelligence,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/781.jpeg,1
782,Memory Squanchy,Dead,Alien,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/782.jpeg,1
783,Memory Rick,Dead,Human,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/783.jpeg,1
784,Memory Rick,Dead,Human,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/784.jpeg,1
785,Memory Geardude,Dead,Alien,Memory,Male,Birdperson's Consciousness,Birdperson's Consciousness,https://rickandmortyapi.com/api/character/avatar/785.jpeg,1
786,Birdperson & Tammy's Child,Alive,Humanoid,Bird-Person Human Mix,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/786.jpeg,1
787,Two Crows,Alive,Animal,Crow,unknown,Earth (Replacement Dimension),Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/787.jpeg,2
788,Mr. Cookie President,Alive,Alien,Cookie,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/788.jpeg,1
789,Nick,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/789.jpeg,1
790,Harold (Garbage Goober),Alive,Alien,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/790.jpeg,1
791,Harold's Wife,Alive,Alien,,Female,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/791.jpeg,1
792,Alien Crow,Dead,Alien,Crow,Male,Avian Planet,Avian Planet,https://rickandmortyapi.com/api/character/avatar/792.jpeg,1
793,Alien Crow,Dead,Alien,Crow,Female,Avian Planet,Avian Planet,https://rickandmortyapi.com/api/character/avatar/793.jpeg,1
794,Samansky,Dead,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/794.jpeg,1
795,Palicki,Alive,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,https://rickandmortyapi.com/api/character/avatar/795.jpeg,1
796,Sarge,Alive,Alien,Normal Size Bug,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,https://rickandmortyapi.com/api/character/avatar/796.jpeg,1
797,Slartivartian,Dead,Alien,Slartivartian,Male,Slartivart,Slartivart,https://rickandmortyapi.com/api/character/avatar/797.jpeg,1
798,Ferkusian,Alive,Alien,Ferkusian,Male,Ferkus 9,Ferkus 9,https://rickandmortyapi.com/api/character/avatar/798.jpeg,1
799,Morglutzian,Dead,Alien,Morglutzian,Male,Morglutz,Morglutz,https://rickandmortyapi.com/api/character/avatar/799.jpeg,1
800,Super Turkey,Dead,Humanoid,Turkey Human Mix,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/800.jpeg,1
801,7+7 Years Old Morty,unknown,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/801.jpeg,1
802,26 Years Old Morty,Dead,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/802.jpeg,1
803,40 Years Old Morty,unknown,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/803.jpeg,1
804,Andy,unknown,Human,Mascot,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/804.jpeg,1
805,Baby Mouse Skin Morty,Alive,Human,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/805.jpeg,1
806,Metaphor for Capitalism,Dead,Humanoid,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/806.jpeg,1
807,Beth Sanchez,Dead,Human,,Female,Earth (C-137),Rick's Memories,https://rickandmortyapi.com/api/character/avatar/807.jpeg,1
808,Crow Scare,Alive,Humanoid,Scarecrow,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/808.jpeg,1
809,Pussifer,Dead,Animal,Tiger,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,https://rickandmortyapi.com/api/character/avatar/809.jpeg,1
810,Stan Lee Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/810.jpeg,1
811,Re-Build-a-Morty Morty,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/811.jpeg,1
812,Deformed Morty,Dead,Humanoid,,Male,Citadel of Ricks,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/812.jpeg,1
813,Crow Horse,Alive,Robot,Crow Horse,unknown,Rick and Two Crows Planet,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/813.jpeg,1
814,Bald Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/814.jpeg,1
815,Punk Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/815.jpeg,1
816,Party Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/816.jpeg,1
817,Scar Rick,Dead,Human,,Male,unknown,Rick's Memories,https://rickandmortyapi.com/api/character/avatar/817.jpeg,1
818,Long Hair Rick,unknown,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/818.jpeg,1
819,Redhead Rick,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/819.jpeg,1
820,Redhead Morty,Dead,Human,,Male,unknown,Citadel of Ricks,https://rickandmortyapi.com/api/character/avatar/820.jpeg,1
821,Gotron,unknown,Robot,Ferret Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/821.jpeg,1
822,Young Jerry,unknown,Human,,Male,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/822.jpeg,1
823,Young Beth,unknown,Human,,Female,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/823.jpeg,1
824,Young Beth,unknown,Human,,Female,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/824.jpeg,1
825,Young Jerry,unknown,Human,,Male,Earth (Unknown dimension),Earth (Unknown dimension),https://rickandmortyapi.com/api/character/avatar/825.jpeg,1
826,Butter Robot,Alive,Robot,Passing Butter Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/826.jpeg,1
